EVENT;DATETIME;SERVER_HOST;SERVER_ADDR;METHOD;FILE;ACTION_NAME;ACTION_ADD;COUNTRY;IP_ADDR;USER_AGENT;BROWSER_NAME;BROWSER_VERSION;PLATFORM;LANGUAGE;DOCUMENT_ROOT
"PAGE VISIT";"2018-03-10 03:09:16 Europe/Budapest";localhost;::1;POST;/domains/orthologfindertool.com/main.php;"page request";"QUERY RESULTS (2)";;::1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.124 Safari/537.36";"Google Chrome";65.0.3325.124;mac;"hu,en;q=0.9,en-US;q=0.8";"/Users/Zoli/Google Drive/Sites/domains/orthologfindertool.com/main.php"
QUERY;"2018-03-10 03:09:16 Europe/Budapest";localhost;::1;POST;/domains/orthologfindertool.com/main.php;A.thaliana;"Details: type:one, spec:at, q-t:orth";;::1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.124 Safari/537.36";"Google Chrome";65.0.3325.124;mac;"hu,en;q=0.9,en-US;q=0.8";"/Users/Zoli/Google Drive/Sites/domains/orthologfindertool.com/_includes/page_2_analysis.php"
"PAGE VISIT";"2018-03-10 03:11:29 Europe/Budapest";localhost;::1;POST;/domains/orthologfindertool.com/main.php;"page request";"QUERY RESULTS (2)";;::1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.124 Safari/537.36";"Google Chrome";65.0.3325.124;mac;"hu,en;q=0.9,en-US;q=0.8";"/Users/Zoli/Google Drive/Sites/domains/orthologfindertool.com/main.php"
QUERY;"2018-03-10 03:11:31 Europe/Budapest";localhost;::1;POST;/domains/orthologfindertool.com/main.php;A.thaliana;"Details: type:one, spec:at, q-t:orth";;::1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.124 Safari/537.36";"Google Chrome";65.0.3325.124;mac;"hu,en;q=0.9,en-US;q=0.8";"/Users/Zoli/Google Drive/Sites/domains/orthologfindertool.com/_includes/page_2_analysis.php"
"PAGE VISIT";"2018-03-10 03:13:16 Europe/Budapest";localhost;::1;GET;/domains/orthologfindertool.com/main.php;"page request";"QUERY (1)";;::1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.124 Safari/537.36";"Google Chrome";65.0.3325.124;mac;"hu,en;q=0.9,en-US;q=0.8";"/Users/Zoli/Google Drive/Sites/domains/orthologfindertool.com/main.php"
"PAGE VISIT";"2018-03-10 03:13:21 Europe/Budapest";localhost;::1;POST;/domains/orthologfindertool.com/main.php;"page request";"QUERY RESULTS (2)";;::1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.124 Safari/537.36";"Google Chrome";65.0.3325.124;mac;"hu,en;q=0.9,en-US;q=0.8";"/Users/Zoli/Google Drive/Sites/domains/orthologfindertool.com/main.php"
QUERY;"2018-03-10 03:13:24 Europe/Budapest";localhost;::1;POST;/domains/orthologfindertool.com/main.php;S.cerevisiae;"Details: type:one, spec:sc, q-t:orth";;::1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.124 Safari/537.36";"Google Chrome";65.0.3325.124;mac;"hu,en;q=0.9,en-US;q=0.8";"/Users/Zoli/Google Drive/Sites/domains/orthologfindertool.com/_includes/page_2_analysis.php"
"PAGE VISIT";"2018-03-10 03:13:29 Europe/Budapest";localhost;::1;GET;/domains/orthologfindertool.com/main.php;"page request";"QUERY (1)";;::1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.124 Safari/537.36";"Google Chrome";65.0.3325.124;mac;"hu,en;q=0.9,en-US;q=0.8";"/Users/Zoli/Google Drive/Sites/domains/orthologfindertool.com/main.php"
"PAGE VISIT";"2018-03-10 03:13:32 Europe/Budapest";localhost;::1;POST;/domains/orthologfindertool.com/main.php;"page request";"QUERY RESULTS (2)";;::1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.124 Safari/537.36";"Google Chrome";65.0.3325.124;mac;"hu,en;q=0.9,en-US;q=0.8";"/Users/Zoli/Google Drive/Sites/domains/orthologfindertool.com/main.php"
QUERY;"2018-03-10 03:13:34 Europe/Budapest";localhost;::1;POST;/domains/orthologfindertool.com/main.php;S.pombe;"Details: type:one, spec:sp, q-t:orth";;::1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.124 Safari/537.36";"Google Chrome";65.0.3325.124;mac;"hu,en;q=0.9,en-US;q=0.8";"/Users/Zoli/Google Drive/Sites/domains/orthologfindertool.com/_includes/page_2_analysis.php"
